a7,chef_tribe,chef_subtribe,chef_y36,col1_tribe,col1_subtribe,col1_y36,col2_tribe,col2_subtribe,col2_y36
101.0,,,,LUALUA,,KAZUMBA,LUNTU,51.0,DIMBELENGE
101.0,,,,LUALUA,,KAZUMBA,LUNTU,51.0,DIMBELENGE
101.0,,,,LUALUA,,KAZUMBA,LUNTU,51.0,DIMBELENGE
101.0,,,,LUALUA,,KAZUMBA,LUNTU,51.0,DIMBELENGE
101.0,,,,LUALUA,,KAZUMBA,LUNTU,51.0,DIMBELENGE
101.0,,,,LUALUA,,KAZUMBA,LUNTU,51.0,DIMBELENGE
101.0,,,,LUALUA,,KAZUMBA,LUNTU,51.0,DIMBELENGE
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
102.0,,,,LUALUA,,DIBAYA,.,,.
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
103.0,,,,LULUWA,,DEMBA,LUALUA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
104.0,LULUWA,,DEMBA,.,,.,LULUWA,,DEMBA
